,protein_name,num_sample,mol_id,Model,FF_unminimised_Minimized Vina score,FF_unminimised_Vina score,FF_unminimised_Minimized Glide score,FF_unminimised_Glide score,FF_unminimised_VALIDITY3D_BOND_LENGTH,FF_unminimised_VALIDITY3D_BOND_ANGLE,FF_unminimised_VALIDITY3D_BOND_TORSION,FF_minimised_Minimized Vina score,FF_minimised_Vina score,FF_minimised_Minimized Glide score,FF_minimised_Glide score,FF_minimised_VALIDITY3D_BOND_LENGTH,FF_minimised_VALIDITY3D_BOND_ANGLE,FF_minimised_VALIDITY3D_BOND_TORSION,easydock_redocking_rmsd,easydock_plif,easydock_redocking_score,glide_redocking_rmsd,glide_plif,glide_redocking_score,SMILES,MW,QED,logP,SAScore
10,GPCR_5HT2C,50,DiffSBDD_18,DiffSBDD,-8.738,-7.163,-9.035,10000.0,0.0010609943078903506,0.07294243483987627,0.1959769173147278,-8.848,-8.123,-9.465,-9.174,0.8026305501962292,0.7633329730020258,0.2245879925726564,3.7040714006585334,0.444,-9.745,,,,C=CC[S@@](O)(CC(=C)CC(=O)N=C(C)C(C)(C)[C@@H](O)c1cc(Cl)c(C)cc1C)c1ccccc1,502.1200000000003,0.2617175741777331,7.4729400000000075,4.321583134038237
11,GPCR_5HT2C,50,DiffSBDD_19,DiffSBDD,-8.051,-7.908,-8.309,10000.0,0.00011236652487508182,0.17606518083540784,0.25569657566655696,-8.579,-7.386,-8.831,-7.625,0.7305575236449974,0.6612067318089677,0.08078878730620384,1.8770068048503563,0.333,-9.829,5.469272979075029,0.0,-8.021869358513994,CO[C@H](O)CN(Cc1ccc(C(F)F)cc1C)[C@H]1CC[C@@H](NN2C[C@@H](NCO)C(=O)N2)[C@H]1C,471.54900000000015,0.2991801835664835,0.625920000000002,5.127775067484686
12,GPCR_5HT2C,50,DiffSBDD_2,DiffSBDD,-7.727,-6.295,-9.561,10000.0,0.0016721234520376933,0.3939638498549103,,-8.564,-7.645,-8.711,-7.774,0.8295461494244663,0.8189696772493846,,3.3227943017027957,0.444,-10.695,3.050353590261388,0.0,-8.204355899022186,CC[C@H](C)[C@H]1C[C@@H](N(CC)[C@H](C)CCC[C@H]2CS[C@@H]3CCC[C@]23C)CN1C1=C=CCC(F)=C=CC1,500.8120000000004,0.27965988946338927,8.11920000000001,6.026821876946006
13,GPCR_5HT2C,50,DiffSBDD_20,DiffSBDD,-3.966,-3.888,-4.227,-3.684,0.14346775595183098,0.3057901597354599,,-3.884,-3.251,-4.167,-3.637,0.9682401236641817,0.9834473947852317,,5.737602064847773,0.0,-4.556,1.8465559698874043,0.0,-4.790413460785092,CS[C@@H](C=O)CCOCCN,177.26899999999998,0.4481682242061839,0.2823,3.7472434072165886
14,GPCR_5HT2C,50,DiffSBDD_21,DiffSBDD,-11.299,-10.857,-9.407,-8.011,0.00022054368581068176,0.0005628224717948476,0.007353979979123554,-11.321,-10.715,-9.699,-9.461,0.9261898630063532,0.9205162489007724,0.9685041014116997,0.838757867325248,0.444,-11.822,8.658352622981996,0.0,-7.183604015835024,C[C@@H]1CC[C@H]2[C@@H]1CC[C@@H](O)N2c1ccc(-c2cccc(CF)c2)cc1,339.45400000000006,0.8351015614067792,5.156400000000006,3.6332731652572843
15,GPCR_5HT2C,50,DiffSBDD_22,DiffSBDD,-4.319,3.752,10000.0,10000.0,3.996172484266739e-06,0.3869650461448884,0.198145058953756,-7.378,-4.217,-5.709,10000.0,0.6935488441816214,0.5776830247058975,0.3199142853660087,10.187290787217833,0.222,-11.074,11.9069596895088,0.0,-8.366795789379768,CCSC1=CNCNC(=O)[C@@]1(C)CC[C@@H]1O[C@H]1c1cccc([C@H](CO)Oc2ccc(C(N)=O)cc2)c1,511.6440000000003,0.34074744472706475,3.3957000000000015,4.550324626779238
16,GPCR_5HT2C,50,DiffSBDD_23,DiffSBDD,-5.733,-5.294,-7.079,-5.569,0.027864926526404772,0.31724595741167666,0.1455171335498727,-5.838,-5.478,-7.364,-7.29,0.9461660984657116,0.912706136274907,0.7770688703514947,0.9287759686813615,0.444,-6.46,0.6497540143859061,0.0,-6.324787443972473,Cc1cc(O)c(C)c(S)c1,154.23399999999998,0.5492970159311391,2.29774,2.678017295669596
17,GPCR_5HT2C,50,DiffSBDD_24,DiffSBDD,-7.867,-6.655,10000.0,10000.0,0.006049857007933933,0.015064446856807467,5.978110099968234e-07,-8.59,-7.562,-8.968,-8.335,0.8025396540857835,0.855417488418177,0.0010870576770940956,9.433808142028651,0.333,-9.69,10.57399679733867,0.0,-7.913666123562642,CCC(=O)NCC[C@]1(O)C[C@]12CCC[C@H](CCC[C@@]1(O)C3C[C@H](CC)[C@@H](CO)C[C@]31O)[C@H]2C,465.6750000000003,0.34044212597748763,3.150900000000002,5.7639977088787635
18,GPCR_5HT2C,50,DiffSBDD_25,DiffSBDD,-6.096,-5.638,-5.765,-5.126,0.000527505150177371,0.13804836556851888,0.0649779155765206,-6.232,-5.834,-5.797,-5.523,0.8713165207749577,0.8132109196830333,0.4531052164600177,6.220823053798161,0.0,-6.875,4.932585402097734,0.0,-6.6180561453912405,CC=CCCCC1=CCN(C(C)=O)CC1,207.31699999999995,0.5124899573098933,2.9114000000000013,2.8183693825401797
19,GPCR_5HT2C,50,DiffSBDD_26,DiffSBDD,-6.27,1.952,10000.0,10000.0,6.232184101717627e-06,3.874454551652653e-06,0.12135399965227014,-6.214,-2.717,-7.353,10000.0,0.4614212808983504,0.7484910940403127,0.12847061386507097,4.821900340311058,0.222,-9.736,3.6718586423041493,0.0,-9.653870354041048,CC(C)CCC(C[C@H]1C=CC=NC1=O)ON1CCC(C[C@@H]2C[C@H](N(C=O)CCOO)C[C@@H]3[C@@H](C)N23)CC1,518.6990000000003,0.16263736545418922,3.5501000000000023,5.643033190344806
20,GPCR_5HT2C,50,DiffSBDD_27,DiffSBDD,-6.826,-6.449,-8.131,10000.0,0.027390276443712887,0.0002839463389190667,,-6.621,-6.172,-9.013,-8.421,0.6794037316155804,0.6024076359694086,,4.247853711729019,0.222,-9.617,9.363280747677962,0.0,-7.920165477236262,CC[C@H](C)c1sc(CNCN2CNC(C#N)C(=O)N3CCC[C@@H]3C2)c(C)c1CCC(=O)O,461.63200000000035,0.518015210097812,2.3802000000000003,4.598671082160324
21,GPCR_5HT2C,50,DiffSBDD_28,DiffSBDD,-2.007,-2.007,,,0.2600821308615725,0.6157368298532571,0.666319998098307,,,,,,,,,,,8.381975575208944,0.0,-7.8046397906143214,O=C1N[PH]2(Cc3ccc(C(F)(F)F)cc3[C@H]1F)O[C@@H]2[C@H]1CC=CCCC1,389.3290000000001,0.31689834985604426,5.028400000000003,5.397361041526267
22,GPCR_5HT2C,50,DiffSBDD_29,DiffSBDD,-8.371,-7.867,10000.0,10000.0,0.000598877505632587,0.7821579427821428,0.41327641612516863,-8.199,-8.071,-9.583,-10.16,0.8574944125906571,0.9112347345011071,0.7405359477496564,2.4568439976057546,0.444,-10.887,3.3546050969019197,0.0,-9.702027993617602,CCC[C@H]1[C@H](CN(C[C@H](C)CN2C=C3CCC(=O)CC[C@H]3O2)C(N)=O)CCN1Cc1ccccc1,482.6690000000003,0.5367938616125028,4.336800000000004,4.6044602226392
23,GPCR_5HT2C,50,DiffSBDD_3,DiffSBDD,-8.531,-7.072,-7.37,10000.0,0.15014185830969828,0.5972844093676744,,-8.18,-7.128,-7.451,-7.236,0.9047043000167511,0.6120188650812624,,8.679716158953587,0.0,-8.997,8.192611074145354,0.0,-7.439974821415438,CC1=C([C@H](O)CN2CC=C(N3CC[C@@H](C)C3)CC2=O)OC[C@H](C)[C@@H]1O,350.4590000000002,0.794504822491951,1.1064999999999996,4.764813048200429
24,GPCR_5HT2C,50,DiffSBDD_30,DiffSBDD,-8.791,-7.649,-6.481,10000.0,0.056293040240105625,0.21146386040952267,0.024842906489388358,-9.206,-8.67,-7.918,-7.718,0.7881588828233402,0.8253215694982292,0.7820798595665736,0.9168876846788763,0.667,-10.29,4.88060271928662,0.0,-6.835924216364309,COC[C@H](CC(=O)O)N[C@]1(O)C[C@H]([C@@H]2C[C@@H](c3ccccc3)O2)OC[C@@H]1N1CC[C@H](C(=O)[C@H](C)C(=O)O)C1,534.6060000000002,0.2246515990236001,1.0537000000000025,4.909399661275339
25,GPCR_5HT2C,50,DiffSBDD_31,DiffSBDD,-5.942,-5.683,-4.059,10000.0,0.0658135690400656,0.23674681188917807,0.02483574721263588,-5.729,-5.43,-3.31,-3.17,0.9161897476049515,0.8702946746275604,0.08478346745681244,7.551873301931186,0.333,-6.777,4.475587644831764,0.0,-4.435961017453481,CC[C@H](C)CCCCCN1[C@H]2CCN(CCO)CN21,269.433,0.5126935262126217,2.1070999999999995,4.176633052092338
26,GPCR_5HT2C,50,DiffSBDD_32,DiffSBDD,-0.527,-0.527,10000.0,10000.0,0.006283096079216419,0.5529634151662917,,-1.904,-1.904,10000.0,10000.0,0.7691580208815995,0.7540603225023167,,5.158158824567102,0.0,-10.51,3.6969361922138013,0.0,-8.963397164437083,CC1=N/C[C@H](C)[C@@H]([C@H]2C[C@@H](C)[C@@H](NC(=O)[C@@H](C(N)=O)N3OC[C@H](Cl)[C@H]4CCO[C@@H]43)C(=O)N2C#N)N/C=C\1,536.0330000000002,0.24834341203242427,-0.15711999999999499,6.0413915147554444
27,GPCR_5HT2C,50,DiffSBDD_33,DiffSBDD,-9.751,-9.715,-8.159,10000.0,0.0072478296008909515,0.6674104861359454,0.0033527634687467293,-9.658,-9.411,-8.311,-6.933,0.9342598364638026,0.8800743782572201,0.19504826849171136,0.694194431763113,0.556,-10.14,4.034336824802487,0.0,-7.502247834940751,Cc1ccc(NCC[C@H](C)[C@H]2CCc3ccccc3C2)cc1,293.454,0.7947847591596015,5.2382200000000045,2.8372559117985983
28,GPCR_5HT2C,50,DiffSBDD_34,DiffSBDD,-7.236,-7.236,-10.08,10000.0,0.0001839536258261272,0.8107288540368361,,-5.772,-5.772,-10.18,-9.71,0.8318345882187047,0.6633450901076258,,0.4538720309876132,0.333,-10.508,8.664059463603484,0.0,-8.917913988926985,COCCO[C@H]1C[C@@H]1N1CC[C@H](O)[C@@H](NCC[C@H](CN)c2ccsc2)OC(=O)[C@@H]2C[C@@H]2[C@@H](C(C)=O)CS1(=O)=O,587.7610000000002,0.2346395744495488,0.681000000000003,5.792727985612059
29,GPCR_5HT2C,50,DiffSBDD_35,DiffSBDD,-5.093,-5.091,-0.8764,-0.034,0.15159533491914004,0.09375624728297116,0.0119389434959173,-4.678,-4.454,-1.131,-0.8591,0.804755868014335,0.6088311262308949,0.1271625732318664,7.009641203371254,0.444,-5.696,5.396624179676409,0.0,-2.8702603787473637,O=C(O)CCCC[C@H]1CN1CCCCCl,233.73899999999998,0.37759881229275155,2.3346,3.0848152956685038
30,GPCR_5HT2C,50,DiffSBDD_36,DiffSBDD,-7.146,-6.374,10000.0,10000.0,0.00010514953991136745,1.564375735717711e-06,0.6432054028027157,-4.838,-4.838,-7.906,-7.472,0.828221294739827,0.6964456383864165,0.2699699719824242,10.472174035441324,0.333,-9.494,3.224567284353444,0.0,-7.088807080416705,CO[C@@H](C[C@@H]1[C@@H]([C@H](O)CCCC(=O)Nc2ccn(C)c2)[C@@]12CCCOCC[C@H](O)C2)C1(OC)CC1,492.65700000000027,0.4382913682283749,3.2628000000000013,5.866168197238052
31,GPCR_5HT2C,50,DiffSBDD_37,DiffSBDD,-5.915,-5.701,-2.684,10000.0,0.009356605307029739,0.05755401164773668,0.006567507782804448,-5.608,-5.459,-2.434,-2.223,0.8892856943871592,0.8707048023951842,0.15264589371689213,4.465090754956724,0.556,-6.511,3.2641842241310477,0.0,-2.96648908529215,O=C(CCO)CCCCNCCCCCC=CC1CC1,281.44000000000005,0.37951785224003903,3.224400000000002,2.5805789532861745
32,GPCR_5HT2C,50,DiffSBDD_38,DiffSBDD,-6.724,-3.831,-8.994,10000.0,3.5244391141522915e-07,0.01702509026306093,0.13893748129638211,-7.182,-6.561,10000.0,10000.0,0.7501835295032174,0.7814707228251945,0.42507429157867843,3.825607368358925,0.222,-10.107,10.721630377001981,0.0,-8.114646662888402,C=CN[C@H](C1=N[C@@H]([C@H](F)C(F)(F)[C@@H](O)C[C@@H](C)[C@H](Nc2cc(F)ccn2)OC)CC=CC1)[C@H](C)C(F)(F)F,554.5510000000002,0.17238513380931691,5.4253000000000045,5.724066899101913
33,GPCR_5HT2C,50,DiffSBDD_39,DiffSBDD,-8.376,-7.374,-6.65,-1.27,0.0739835317407955,0.35296636227858824,0.0012186432178379549,-8.693,-7.964,-6.149,-2.361,0.9206058039956918,0.9813455080903055,0.001918706403165355,3.1922759763358353,0.0,-9.128,4.827443403097262,0.0,-7.076987277174112,CN(F)[C@H]1C=NN(C[C@H](O)[C@@H]2CN(C(=O)Nc3ccc(F)cc3NCO)[C@@H]3O[C@@H]3O2)C1(O)O,474.4210000000001,0.15702652797502517,-1.4118999999999993,5.310679716681643
34,GPCR_5HT2C,50,DiffSBDD_4,DiffSBDD,-7.376,-7.165,-5.736,10000.0,4.115804302992635e-05,0.33716063695100534,0.006595457569973552,-7.035,-7.035,-8.132,-7.398,0.7476727197601196,0.8302722995125018,0.01656472739033725,7.30897540976439,0.222,-10.079,2.563914154287415,0.0,-8.497654870620762,CCCC[C@@H]1CCc2c(F)cc(CN)cc2C[C@H]1C(=O)N(C)C(=O)[C@@H](CC)C[C@H]1CCC[C@@H](C(N)=O)C1,515.7140000000004,0.43279513160814037,4.888700000000004,4.418227635196145
35,GPCR_5HT2C,50,DiffSBDD_40,DiffSBDD,-8.044,-5.344,-7.291,10000.0,0.043590251333630044,0.45411891233923674,0.00016496719530196448,-8.081,-7.675,-7.374,-6.73,0.8817446585651044,0.8790524057970969,0.41327336230205786,,,,4.099320048842436,0.0,-6.83013145938424,CC(C)Nc1ccc(OCC[P@TB1]2(=O)[C@H](C3SC(F)(F)OC[C@H]3C)[C@@H]2C2CC2)cc1,445.5120000000002,0.5182065819132422,5.728000000000006,4.904194537437039
36,GPCR_5HT2C,50,DiffSBDD_41,DiffSBDD,-7.354,-7.324,-9.581,10000.0,0.2596314818138308,0.5663388032078738,0.3659594337930196,-8.942,-8.942,-10.1,-9.557,0.8269681785744181,0.8601278111878465,0.42356990873164546,1.1424204379924485,0.444,-12.274,2.224598175807372,0.0,-8.845091773948026,C[C@H]1C(=O)N(CO)C(=O)C1=CO[C@@H](C)[C@@H]1OC2(CCCCC2)Cn2c(cc3ccccc32)CN1C,481.59300000000036,0.4095648611076767,3.3760000000000012,5.150041457365585
37,GPCR_5HT2C,50,DiffSBDD_42,DiffSBDD,7.006,12.642,10000.0,10000.0,9.527983895309538e-07,0.0013484212173416662,0.02753281498742965,5.51,6.497,10000.0,10000.0,0.33910041767218707,0.23660555799280697,0.1433809247210099,7.855854411060439,0.556,-10.531,9.058580695943261,0.0,-7.50080969782041,CCCc1cccc(CC[C@H](CCCCC[C@@H](O)CO)N[C@H]2C[C@H]3[C@@H]4C[C@@](C)(C[C@@H]42)O[C@H]3C(C)C)c1,499.78000000000037,0.25668384751007733,6.061800000000009,5.474721868887058
38,GPCR_5HT2C,50,DiffSBDD_43,DiffSBDD,-10.396,-9.15,-8.672,10000.0,0.02671392574002149,0.027447899243906615,0.09368228212996116,-10.321,-9.801,-7.043,-8.36,0.857288137863433,0.8924644981623964,0.41561580787341695,2.022840962316002,0.556,-11.093,2.6079455091360084,0.0,-9.358518135870021,CC[C@@H](C[C@H](C(=O)Nc1cc(O)cc([C@@H](C)CC)c1)c1ccc(O)cc1)c1cc(F)ccc1Cl,484.0110000000002,0.2916300860384885,7.710000000000007,3.551457119695449
39,GPCR_5HT2C,50,DiffSBDD_44,DiffSBDD,-8.127,-8.117,-8.66,10000.0,0.006003429589678208,0.881832017353913,0.2372576101045457,-7.559,-7.559,-8.668,-9.052,0.9027174750483057,0.9416947729635655,0.5927422474521422,2.2180357796933747,0.333,-10.287,3.8201983903254084,0.0,-7.353195736427885,C=C[C@@H](NC1=CCC(c2cccc(C(N)=O)c2)=NC=C1)C1CCCC1,335.451,0.7782616649952978,3.710300000000003,3.700700460942155
40,GPCR_5HT2C,50,DiffSBDD_45,DiffSBDD,-8.012,-7.675,10000.0,10000.0,9.550656398031909e-08,0.012208110430349126,0.11124750468688943,-8.304,-7.084,-8.282,-7.757,0.7848608996866171,0.6717748142459632,0.021285388938387273,9.667702876679893,0.556,-10.69,10.487616554582516,0.0,-8.073339743907894,O=C(O)CC[C@@H]1C[C@@H](S(=O)(=O)CC(=O)N(CO)CC[C@@H]2[C@H]3CCCC[C@H]3[C@@H]2C2CC2)[C@@H]2S[C@@H]2C1,513.7220000000003,0.3223552752859653,3.1595000000000013,5.198101490108236
41,GPCR_5HT2C,50,DiffSBDD_46,DiffSBDD,-7.36,-7.541,-6.858,10000.0,0.01092200272406617,0.8235253124626606,,-8.001,-7.421,-6.812,-6.794,0.8769966807524325,0.998411865756036,,3.3523600814030434,0.333,-8.365,2.2401812571553448,0.0,-7.431002624794214,C=CCCN1C[C@H]1[C@@H]1OC(C)=N[C@@H]1SCCCC1=CC=C(OC)C(=O)C1,376.5220000000001,0.33250154913578744,3.332900000000002,5.037061345779229
42,GPCR_5HT2C,50,DiffSBDD_47,DiffSBDD,-7.391,-5.981,-6.947,-6.192,0.22984979525563412,0.7611994040176181,0.35345274641987445,-7.088,-6.955,-7.758,-7.693,0.9607444026492306,0.8744734930876906,0.5437214962455194,9.433785643378664,0.0,-9.018,2.7659238778292665,0.0,-7.905010715952586,COc1ccc([C@H]2[C@@H]3N[C@@H](CNC4=C=CNC=CC4)SN32)cc1,328.4410000000001,0.4368933804239267,2.0486,5.29611430386443
43,GPCR_5HT2C,50,DiffSBDD_48,DiffSBDD,-6.02,-5.775,-7.101,10000.0,0.016620209800351834,0.22120694734884339,5.680604753286368e-08,-5.713,-5.713,-7.549,-6.997,0.8039907303087337,0.7849488596657619,0.00017547801136006278,2.1981654993425765,0.333,-8.23,6.979691824671617,0.0,-7.572654436280047,COC(C)=CCC(=O)[C@@H](C)CCCCCN1CCCC[C@@H](NCCC(CO)CC(=O)O)C1,454.6520000000002,0.22802538886457113,3.609700000000002,3.934623545427395
44,GPCR_5HT2C,50,DiffSBDD_49,DiffSBDD,-5.33,-4.494,-0.9689,10000.0,0.0039284111051991685,0.0437733087204612,3.256647645982328e-05,-5.246,-4.855,10000.0,-1.077,0.8181066545225242,0.689253622118703,0.004391883092109275,8.170078555993884,0.333,-7.213,6.391523836579766,0.0,-3.264615866197613,CC[C@H](C[C@@H](C)CCCCC(C)C)[C@@H](O)C(=O)O,258.40199999999993,0.5873615473044277,3.700700000000002,3.4054660850155756
45,GPCR_5HT2C,50,DiffSBDD_5,DiffSBDD,-8.561,-8.426,-6.05,10000.0,0.0006754094991419889,0.4073241396138175,,-7.521,-6.67,-7.108,-7.007,0.8096301073368602,0.782154507760391,,9.349183081761545,0.0,-8.65,5.676285343691763,0.0,-5.893596470115589,CO[C@H](C[C@@]1(O)[C@@H]2C[C@@H](C(=O)O)CC=C2[C@@](C)(O)[C@H](O)[C@@H]1OC)[C@H]1C[C@@H]1O,386.44100000000014,0.3919260894518238,-0.31889999999999935,5.3408785078835255
46,GPCR_5HT2C,50,DiffSBDD_6,DiffSBDD,-8.263,-7.89,-6.72,-1.25,0.14546709443203895,0.03880969406086223,1.5044906826088566e-06,-8.217,-7.936,-6.275,-6.556,0.8585783581122624,0.7556397516758999,0.1845646827634998,7.363001609964059,0.222,-8.864,9.734682757260206,0.0,-6.268764566949678,CC1=CCC=C1CC(=O)CCNC(=O)[C@H](C)C=C=C[C@H]1CCOC1,329.44000000000005,0.6962313418502879,3.1122000000000014,4.6480789756833065
47,GPCR_5HT2C,50,DiffSBDD_7,DiffSBDD,-5.416,-6.473,-3.587,10000.0,2.010327100704627e-08,1.7667060410859063e-07,8.0164461575962e-10,-5.54,-4.987,10000.0,10000.0,0.6071341406077058,0.6737727387114337,1.146341878764071e-05,4.364950420556118,0.333,-8.366,6.608719401203413,0.0,-5.852847655749027,CCCC[C@H](C[C@@H](C)O)C[C@H]1[C@H](O)CN1C(=O)CC(C)(C)CC,327.5090000000002,0.6466742426484572,3.3518000000000026,4.19941576888928
48,GPCR_5HT2C,50,DiffSBDD_8,DiffSBDD,-5.53,-5.07,10000.0,10000.0,0.1191686628613379,0.8377142655622879,0.4385908289884523,-6.232,-5.133,-7.816,10000.0,0.7427622545739742,0.7691566578226029,0.4980932052527675,4.942937288866475,0.556,-9.526,6.487198045008764,0.0,-6.8963668454584885,CCCCN1CCC2=C([C@@H]3O[C@H]3C)Cc3c(F)cc(N)cc3N=C21,329.41900000000004,0.6783575336493961,3.583700000000002,4.081803680214948
49,GPCR_5HT2C,50,DiffSBDD_9,DiffSBDD,-5.865,-5.865,-8.577,-6.455,0.04847597699684797,0.0852005565953003,,-5.358,-5.358,-7.37,-8.056,0.7907945959129377,0.6079250969000012,,0.5582385415131869,0.333,-10.012,2.215768673890108,0.0,-7.439386268937204,COC1=CC[C@H](CCN[C@H]2CC/C=C(/[C@@H](C)O)CCC2)CC[C@@H]1C(=O)O,365.5140000000002,0.6004645990360697,3.6372000000000027,4.256964142464216
50,GPCR_5HT2C,50,Pocket2Mol_0,Pocket2Mol,-2.279,-2.071,-2.019,-2.014,0.00011337953788843904,0.9163694265127281,,-2.275,-1.777,-2.104,-1.977,0.8664226213964014,0.8572004882578941,,5.226383889842,0.333,-3.96,5.1670324791477755,0.0,-3.225531297342216,CCCCO,74.12299999999999,0.5128217987135145,0.7787999999999999,1.8791313408682448
