,protein_name,num_sample,mol_id,Model,FF_unminimised_Minimized Vina score,FF_unminimised_Vina score,FF_unminimised_Minimized Glide score,FF_unminimised_Glide score,FF_unminimised_VALIDITY3D_BOND_LENGTH,FF_unminimised_VALIDITY3D_BOND_ANGLE,FF_unminimised_VALIDITY3D_BOND_TORSION,FF_minimised_Minimized Vina score,FF_minimised_Vina score,FF_minimised_Minimized Glide score,FF_minimised_Glide score,FF_minimised_VALIDITY3D_BOND_LENGTH,FF_minimised_VALIDITY3D_BOND_ANGLE,FF_minimised_VALIDITY3D_BOND_TORSION,easydock_redocking_rmsd,easydock_redocking_score,glide_redocking_rmsd,glide_redocking_score,SMILES,MW,QED,logP,SAScore
27,generic_title2,50,DiffSBDD_34_num_sample_50,DiffSBDD,-1.378,1.111,10000.0,10000.0,0.0003077637456486048,0.5792880674326504,,-0.902,0.602,10000.0,10000.0,0.5556732351228594,0.6821734576133635,,14.022917341819792,-8.389,12.76792400553495,-5.952578074587418,C[C@H](CC[C@H]1CCC[C@@H]2CC[C@H]3[C@@H](O[C@H](CC(=O)OC(=O)[C@@H](C)C1)C2)[C@@H](F)C[C@H]1OC(CN)CC[C@H]([C@@H]2CO2)[C@H]31)N1CC[C@H](C)C(=O)C1=O,690.894,0.17808211216583572,4.928200000000006,6.979969517523139
28,generic_title2,50,DiffSBDD_35_num_sample_50,DiffSBDD,-6.832,-4.531,-6.497,10000.0,0.06922466176999643,0.6257697191412179,,-7.033,-5.034,-6.185,10000.0,0.8516927891092987,0.9241707724408045,,9.541149563862838,-8.798,9.647575406529707,-5.609877343725253,C[C@H]1[C@H]2CC(=O)O[C@@]3(O)[C@@H](C=C[C@@H](O)CC(=O)C(=O)[C@H](Cl)C4(C)CCCC4)[C@@]213,410.8940000000001,0.28841935177203615,2.1371,5.823352621862365
29,generic_title2,50,DiffSBDD_36_num_sample_50,DiffSBDD,-4.462,-4.462,10000.0,10000.0,0.009916770184707291,0.434273414751326,0.0590558269205712,-6.016,-5.727,-6.955,10000.0,0.6623875681315257,0.7338878525453423,0.018032538542625154,3.1547021893081766,-9.335,10.069793466004223,-3.7321024438129964,C[C@@H]([C@H]1CC[C@@H]([C@H]2CC[C@@H](F)[C@@H](C)C2)C2(CC2)C1)[C@@H]1[C@H](O)C(C)(C)OC(C)(C)C[S@@]1=O,456.7080000000003,0.596044792299894,5.658900000000006,6.003800287033341
30,generic_title2,50,DiffSBDD_37_num_sample_50,DiffSBDD,-6.296,-1.224,10000.0,10000.0,0.3087197870163438,0.4401402943342784,0.5098917607353598,-6.459,-6.017,-6.123,-5.666,0.8852025106072215,0.28979650644475985,0.13870331081655865,3.1002263358234563,-8.356,5.854460666347963,-6.04185358734027,COc1ccc(N2NC=C([C@H]3C[C@@H](C)N[C@@H]3C)S2)c(O)c1,307.419,0.7464197506012824,2.6015000000000006,4.389987963053155
31,generic_title2,50,DiffSBDD_38_num_sample_50,DiffSBDD,-7.343,-7.086,-7.322,10000.0,0.1093098342354438,0.4549823568319734,0.41244285970906264,-8.232,-8.081,-6.889,10000.0,0.8206093746422438,0.7885797834720628,0.050554432310484565,0.7057920196488484,-11.397,6.252151264937665,-6.499037953268125,CC1CC(=O)N[C@@H](C(=S)N2CCC[C@](C)(C3=CC=C(C(F)(F)C(N)=O)C(N)O3)C2)C(=O)C1,470.5420000000003,0.5259821269487485,1.1456000000000008,5.195691229616113
32,generic_title2,50,DiffSBDD_39_num_sample_50,DiffSBDD,-9.515,-9.084,10000.0,10000.0,0.0636531032363032,0.48330077667986476,0.2906299548230118,-9.2,-8.594,-5.418,-3.78,0.8165482575312024,0.9083516386082214,0.27583816168826336,1.6543993142252842,-10.083,2.6315006176848232,-5.033367091803513,C[C@H](CC[C@@H]1C(=O)N1[C@@H](O)[C@@]1(C)CC=CC[C@H]1NC(=O)O)C(=O)N1COc2cc(F)ccc21,461.4900000000002,0.4239776908146408,2.4466,4.920271432657975
33,generic_title2,50,DiffSBDD_3_num_sample_50,DiffSBDD,-9.736,-9.166,-9.26,10000.0,0.06531435529272617,0.22813824775306993,0.001057923737236545,-9.922,-9.678,-8.68,-8.403,0.7976819093180896,0.8618956204900514,0.27192355892503395,2.1258641650575565,-10.525,11.14261703346474,-6.297707471191863,C[C@H]1C[C@H]2C(=O)C=C[C@@H](F)C2=C[C@H]1CC(CCNC(=O)c1ccccc1)[C@@H]1CO1,397.4900000000001,0.5609936504845356,3.8872000000000027,4.685980406569108
34,generic_title2,50,DiffSBDD_40_num_sample_50,DiffSBDD,-5.195,-2.704,10000.0,10000.0,5.040587095343011e-06,0.0017723809041291967,,-5.28,-4.761,10000.0,10000.0,0.7392870357217094,0.8167936386306061,,4.266796612604511,-9.477,3.955740474691302,-5.012868441389009,C=C([C@@H]1CC[C@H](C2=NC=N[C@@H]2CC)SC1)[C@H](CS)OCC[C@@H](O)[C@@H](CC1=CC[C@@H](F)[C@@H](F)C1=C)C[C@H]1OC1=O,582.7790000000001,0.1657742449724309,5.266200000000005,6.268415314466902
35,generic_title2,50,DiffSBDD_41_num_sample_50,DiffSBDD,11.071,11.071,10000.0,10000.0,0.00038745715017354825,0.5010651835703395,,4.284,5.204,10000.0,10000.0,0.36326786069537953,0.7908637824083,,14.404415792850932,-8.158,14.219622499213857,-4.323308518176474,CC[C@@H]1/N=C(\[C@H]2[C@@]3(S)C[C@]2(CC(F)F)[C@H]3OC)OCCCCNC(=O)CC[C@]2(CN3C=CCCC3)[C@H](CC=C[C@H]2O)CO[C@@H]2C[C@@]2(C)N1,694.9300000000001,0.2232016046901534,4.856600000000005,7.555195819162826
36,generic_title2,50,DiffSBDD_42_num_sample_50,DiffSBDD,-6.119,-7.353,-7.784,10000.0,0.04545954797537552,0.3861255642683156,0.13389550009052129,-8.168,-8.168,-7.998,10000.0,0.6912686519949164,0.9290297969346252,0.2758657743076085,5.415581810272096,-9.272,10.676895880370264,-4.670369365304213,CC1(C)C[C@@](C)(F)C[C@H]1C[C@@H]1C[C@H]2CN(c3ccc(F)cc3)C=CN2C(=O)[C@@H]1O[S@SP2](=O)O,468.5660000000003,0.6485615516521293,4.4104000000000045,5.228486301296796
37,generic_title2,50,DiffSBDD_43_num_sample_50,DiffSBDD,-5.506,-5.023,10000.0,10000.0,2.55028772952657e-13,0.00015500494408759592,0.0008072238716277775,-5.882,-5.882,-5.063,-4.191,0.6422945765149601,0.5321816048881788,0.18811497412470393,2.595300072567075,-9.143,2.9033672661576704,-5.2386500096195405,CC[C@H](CC[C@H](N[C@@H](F)COOC1=CCC[C@@H](F)NC1F)C(=O)O)[C@H](O)CC=C=O,438.44300000000015,0.14098207360885398,2.0766999999999993,5.683782951181946
38,generic_title2,50,DiffSBDD_44_num_sample_50,DiffSBDD,-7.364,-7.083,-8.082,10000.0,0.01834810571435776,0.027128758478531762,0.18508866144696356,-7.125,-6.331,-8.502,-7.674,0.7602307757742275,0.6984066500231003,0.22927066554070877,3.0709757912339244,-10.938,9.059376513197313,-5.575332217551743,C[C@]1(C2=CC3=C(CC=C2)O3)CCC[C@H](C(=O)NC[C@H]2O[C@@](C)(F)CCC2CO)C1,405.5100000000002,0.7277642496158065,3.900400000000003,5.117540761639665
39,generic_title2,50,DiffSBDD_45_num_sample_50,DiffSBDD,3.268,9.023,10000.0,10000.0,0.024845632122072976,0.2816971436176638,,5.787,7.724,-1.848,10000.0,0.3360841378025308,0.7026140622701645,,9.704476647403506,-8.511,10.876035358161145,-6.322411548701096,CO[C@H]1CCC[C@H](C[C@H]2O[C@@]2(O)O[C@H]2CO[C@H]3[C@@H](C)C=CC[C@@]3(C)C2)CC1,380.5250000000002,0.34025592396844634,3.7931000000000026,5.217929676206556
40,generic_title2,50,DiffSBDD_46_num_sample_50,DiffSBDD,-5.662,-4.603,-6.441,10000.0,0.005026824442345992,0.20104570544982617,,-7.638,-6.656,-6.801,10000.0,0.7144447243637337,0.6823653191044945,,5.220880363638739,-9.315,8.582289462795764,-4.506366161570769,CCON1CCC(COC2=CC[C@H](O[C@@H](F)[C@H]3OCC(=O)N[C@H]3C(=O)C(C)C)C(=C=O)C2)=CC1=O,494.5160000000005,0.45199059000418806,1.3383999999999991,5.505966741275203
41,generic_title2,50,DiffSBDD_47_num_sample_50,DiffSBDD,6.821,9.969,10000.0,10000.0,0.18901918944901444,0.070868740440235,,1.182,2.907,10000.0,10000.0,0.663872655532137,0.6452848640278952,,10.47363856228261,-8.199,11.832219190056524,-3.8163590295742336,CCC1=NN=N[C@H]1[C@@H]1ON1[C@H](C[C@H](C1=CCC(=O)C(O)=C1C(C)(C)F)C(C)C)OC,422.50100000000015,0.5600099181590026,4.254300000000003,5.603045849508707
42,generic_title2,50,DiffSBDD_4_num_sample_50,DiffSBDD,-6.017,-4.289,10000.0,10000.0,0.0066976435856491694,0.002030970811912127,0.02183548284459624,-6.246,-5.821,-5.745,0.5325,0.8448663708490911,0.49860792994216285,3.0118336628012437e-06,3.2207975565067732,-6.813,6.162931255980624,-4.285933325084714,CCOC(=O)C(=CCC=O)N1CC[C@@H]2C[C@@H](O)C[C@H]2C1,281.35200000000003,0.4644550910012484,1.1152,4.052787047120265
43,generic_title2,50,DiffSBDD_5_num_sample_50,DiffSBDD,-6.027,-5.406,-8.218,10000.0,0.00018995776302266625,0.06893771048427566,,-5.673,-5.306,-7.271,-6.129,0.818093422651274,0.9452760067185558,,2.693503583016762,-9.958,12.011289314825987,-5.7945285816762455,C[C@@H]1[C@@H](SC(=O)[C@]2([C@H](O)NCC(=O)N=O)CO2)[C@H]1[C@@H]1CCCc2ccccc2C1,418.51500000000016,0.3018665572764536,2.0459,4.962636566669171
44,generic_title2,50,DiffSBDD_6_num_sample_50,DiffSBDD,-5.476,-5.163,-4.74,-3.075,0.043422167011907646,0.8182283799916701,,-4.904,-4.543,-5.242,-5.262,0.6488987224613189,0.9311367688221986,,6.055142975878715,-7.145,3.4152287293675396,-5.303367378231442,Cc1csc(C(=O)ON[C@@H](CN(CO)[C@@H](O)C(F)F)[C@@H](O)CO)n1,371.362,0.2503210266658654,-1.3299800000000002,4.715664426597966
45,generic_title2,50,DiffSBDD_7_num_sample_50,DiffSBDD,-9.426,-9.147,10000.0,10000.0,0.0013782366292723182,0.43253897426866306,0.1443516920544004,-8.021,-7.565,-9.293,-9.027,0.7168157570801842,0.8157133189044399,0.7102945305180134,2.0433243791719704,-10.12,10.537291127311974,-7.369811214864566,CC[C@@H]([C@H](O)CCC=C[C@]12CCC[C@H]1C2)[C@H]1C[C@@]12C[C@H]2Cc1ccccc1,364.57300000000015,0.5195662047214504,6.169000000000008,5.393673006956547
46,generic_title2,50,DiffSBDD_8_num_sample_50,DiffSBDD,-10.971,-9.034,-7.938,10000.0,0.002075859146326311,0.0032380519801420834,,-10.164,-9.639,-7.869,-6.898,0.7533353617606475,0.8765372830684846,,7.10285601712438,-10.56,7.156333014853513,-5.6508320907297,O=C1N[C@@H](O)[C@@H]2[C@@H]3C[C@H](CCC4=CCCN([C@@H](O)[C@]5(F)OC([N+](=O)[O-])=NC56CC6)C4=O)[C@H]3CC[C@@H]12,492.50400000000036,0.37929571977970855,0.8316999999999992,6.268400814502549
47,generic_title2,50,DiffSBDD_9_num_sample_50,DiffSBDD,-5.577,-3.233,10000.0,10000.0,0.07726639769308632,0.2559684709803215,0.0009700293156328129,-6.465,-5.627,-6.653,10000.0,0.7051602425207609,0.7570580970561841,0.10234454834089486,2.8268171531585318,-10.609,7.569515796061049,-5.279812164686188,C=C1c2cc(C)ccc2[C@H]2S[C@@H](OC(F)(F)C(F)(F)F)CC[C@@H]12,350.35200000000003,0.6325255013612643,5.703920000000004,4.4325248230011365
48,generic_title2,50,Pocket2Mol_0_num_sample_50,Pocket2Mol,-2.371,-2.172,-4.632,-4.089,,,,-2.658,-2.366,-4.756,-4.182,,,,7.690975889183375,-3.686,4.405644429281328,-4.34163682758979,C1=CN=CC1,67.09100000000001,0.4001053003635776,0.9746,4.1603114592114405
49,generic_title2,50,Pocket2Mol_10_num_sample_50,Pocket2Mol,-1.737,-1.582,-3.63,-3.399,2.7617733073713285e-06,0.6425701255383818,,-1.775,-1.664,-3.63,-3.538,0.9870448271424471,0.6004061884759511,,6.751778026379422,-2.466,0.6443227070381734,-4.165575080609094,CN(C)C,59.111999999999995,0.3844627806876072,0.17779999999999996,1.8698942003141337
50,generic_title2,50,Pocket2Mol_11_num_sample_50,Pocket2Mol,-2.989,-2.879,-4.761,-4.393,,,,-3.008,-2.898,-4.665,-4.328,,,,7.402518262726543,-4.399,5.611899113935362,-4.6113189360806075,CC1=COCC1,84.118,0.42968901482928296,1.3105,3.6220690098246227
